Course,Location,Virtual_Golf_Version,Course_Category,Download_Size_MB,TrackMan_Source_Text,Source_URL
Dalebrook Forest,Fictional,VG2,Par 3 Course,,Dalebrook Forest - Fictional,https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Devils Island,Fictional,VG2,Par 3 Course,,Devils Island - Fictional,https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Els Performance Golf Academy,Vietnam,VG2,Par 3 Course,,Els Performance Golf Academy - Vietnam,https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Golf Lounge Resort (Red Course),Germany,VG2,Par 3 Course,,Golf Lounge Resort (Red Course) - Germany,https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Hidden Canyon,Fictional,VG2,Par 3 Course,,Hidden Canyon - Fictional,https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Hillcrest Short Course 'The Five',"California, United States",VG2,Par 3 Course,,"Hillcrest Short Course 'The Five' - California, United States",https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Leon de Montana,Fictional,VG2,Par 3 Course,,Leon de Montana - Fictional,https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Lostwood Glen,Fictional,VG2,Par 3 Course,,Lostwood Glen - Fictional,https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
"Pebble Beach ""The Hay""","California, United States",VG2,Par 3 Course,,"Pebble Beach ""The Hay"" - California, United States",https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Sand River,Fictional,VG2,Par 3 Course,,Sand River - Fictional,https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Seve GC Rotterdam,Netherlands,VG2,Par 3 Course,,Seve GC Rotterdam - Netherlands,https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Sutton Bay Short Course,"South Dakota, United States",VG2,Par 3 Course,,"Sutton Bay Short Course - South Dakota, United States",https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
The Aces Club,Fictional,VG2,Par 3 Course,,The Aces Club - Fictional,https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
The Club at Olde Stone (Sink Hole) 9,"Kentucky, United States",VG2,Par 3 Course,,"The Club at Olde Stone (Sink Hole) 9 - Kentucky, United States",https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
The Lost 9,Fictional,VG2,Par 3 Course,,The Lost 9 - Fictional,https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
The Swing Short Course,"Texas, United States",VG2,Par 3 Course,,"The Swing Short Course - Texas, United States",https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Bandon Preserve,"Oregon, United States",VG3,Par 3 Course,,"Bandon Preserve - Oregon, United States",https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Cabot Citrus Farms Wedge (11 Holes),"Florida, United States",VG3,Par 3 Course,,"Cabot Citrus Farms Wedge (11 Holes) - Florida, United States",https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
DaleBrook Forest,Fictional,VG3,Par 3 Course,,DaleBrook Forest - Fictional,https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
London Gardens,Fictional,VG3,Par 3 Course,,London Gardens - Fictional,https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Pinehurst Cradle,"North Carolina, United States",VG3,Par 3 Course,,"Pinehurst Cradle - North Carolina, United States",https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Senoja Valley,Fictional,VG3,Par 3 Course,,Senoja Valley - Fictional,https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Tokyo Gardens,Fictional,VG3,Par 3 Course,,Tokyo Gardens - Fictional,https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
